invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,invoice_year,invoice_month,invoice_day,day_of_week,is_weekend,unit_price,age_group,quantity_band,price_deviation_from_category
I282128,C213438,Male,51,Clothing,2,600.16,Cash,9/5/2021 0:00,Istinye Park,2021,9,5,6,1,300.08,46_55,small,0
I142647,C164782,Female,44,Clothing,1,300.08,Cash,3/3/2023 0:00,Zorlu Center,2023,3,3,4,0,300.08,36_45,single,0
I142371,C320318,Female,23,Toys,1,35.84,Cash,2/13/2021 0:00,Istinye Park,2021,2,13,5,1,35.84,18_25,single,0
I183277,C122088,Female,61,Toys,5,179.2,Cash,9/24/2022 0:00,Metrocity,2022,9,24,5,1,35.84,56_plus,bulk,-7.11E-15
I137619,C206045,Male,43,Technology,1,1050,Debit Card,10/15/2022 0:00,Viaport Outlet,2022,10,15,5,1,1050,36_45,single,0
I157207,C255828,Female,49,Clothing,1,300.08,Cash,2/22/2022 0:00,Cevahir AVM,2022,2,22,1,0,300.08,46_55,single,0
I173765,C317648,Female,57,Souvenir,2,23.46,Cash,6/3/2022 0:00,Mall of Istanbul,2022,6,3,4,0,11.73,56_plus,small,0
I173719,C293878,Female,29,Clothing,3,900.24,Cash,2/25/2021 0:00,Cevahir AVM,2021,2,25,3,0,300.08,26_35,small,0
I229198,C902121,Female,29,Clothing,4,1200.32,Credit Card,11/25/2022 0:00,Metrocity,2022,11,25,4,0,300.08,26_35,bulk,0
I204714,C184034,Female,19,Cosmetics,5,203.3,Cash,6/24/2021 0:00,Istinye Park,2021,6,24,3,0,40.66,18_25,bulk,7.105427357601002e-15
I567932,C266338,Female,42,Clothing,1,300.08,Credit Card,8/2/2021 0:00,Istinye Park,2021,8,2,0,0,300.08,36_45,single,0
I219562,C313246,Female,37,Food & Beverage,3,15.69,Credit Card,7/15/2021 0:00,Mall of Istanbul,2021,7,15,3,0,5.23,36_45,small,-8.88E-16
I315257,C123780,Male,19,Clothing,3,900.24,Cash,5/7/2022 0:00,Metropol AVM,2022,5,7,5,1,300.08,18_25,small,0
I159269,C274733,Female,40,Clothing,5,1500.4,Debit Card,7/7/2021 0:00,Kanyon,2021,7,7,2,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I113113,C286422,Male,48,Clothing,5,1500.4,Credit Card,4/23/2021 0:00,Kanyon,2021,4,23,4,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I625260,C238643,Female,67,Cosmetics,2,81.32,Debit Card,10/14/2022 0:00,Mall of Istanbul,2022,10,14,4,0,40.66,56_plus,small,0
I320720,C216338,Male,65,Clothing,5,1500.4,Credit Card,8/23/2021 0:00,Metrocity,2021,8,23,0,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I788927,C167192,Male,55,Toys,2,71.68,Cash,9/6/2021 0:00,Mall of Istanbul,2021,9,6,0,0,35.84,46_55,small,0
I134800,C109848,Female,23,Clothing,4,1200.32,Cash,9/19/2021 0:00,Istinye Park,2021,9,19,6,1,300.08,18_25,bulk,0
I150930,C224386,Female,32,Food & Beverage,2,10.46,Credit Card,6/3/2021 0:00,Metrocity,2021,6,3,3,0,5.23,26_35,small,0
I298788,C237924,Female,58,Clothing,1,300.08,Debit Card,1/14/2021 0:00,Metrocity,2021,1,14,3,0,300.08,56_plus,single,0
I180020,C332407,Female,54,Food & Beverage,4,20.92,Credit Card,2/24/2021 0:00,Metropol AVM,2021,2,24,2,0,5.23,46_55,bulk,0
I198123,C140170,Female,53,Clothing,1,300.08,Cash,10/2/2021 0:00,Viaport Outlet,2021,10,2,5,1,300.08,46_55,single,0
I129337,C165589,Male,48,Books,4,60.6,Debit Card,2/23/2021 0:00,Mall of Istanbul,2021,2,23,1,0,15.15,46_55,bulk,0
I647418,C335494,Male,67,Clothing,4,1200.32,Credit Card,7/20/2021 0:00,Metrocity,2021,7,20,1,0,300.08,56_plus,bulk,0
I125806,C304939,Female,34,Souvenir,4,46.92,Credit Card,10/21/2022 0:00,Kanyon,2022,10,21,4,0,11.73,26_35,bulk,0
I266974,C130245,Male,32,Cosmetics,5,203.3,Cash,1/24/2021 0:00,Istinye Park,2021,1,24,6,1,40.66,26_35,bulk,7.105427357601002e-15
I359303,C822178,Female,55,Souvenir,3,35.19,Cash,12/21/2022 0:00,Istinye Park,2022,12,21,2,0,11.73,46_55,small,-1.78E-15
I333681,C725265,Female,62,Toys,5,179.2,Cash,9/14/2021 0:00,Kanyon,2021,9,14,1,0,35.84,56_plus,bulk,-7.11E-15
I323057,C190645,Male,65,Food & Beverage,5,26.15,Credit Card,8/15/2021 0:00,Metropol AVM,2021,8,15,6,1,5.23,56_plus,bulk,-8.88E-16
I194986,C208526,Female,44,Clothing,3,900.24,Cash,4/6/2022 0:00,Kanyon,2022,4,6,2,0,300.08,36_45,small,0
I227032,C116922,Male,66,Clothing,3,900.24,Credit Card,9/29/2021 0:00,Metropol AVM,2021,9,29,2,0,300.08,56_plus,small,0
I183957,C167896,Male,38,Food & Beverage,1,5.23,Debit Card,12/2/2022 0:00,Forum Istanbul,2022,12,2,4,0,5.23,36_45,single,0
I286218,C258045,Female,42,Clothing,4,1200.32,Debit Card,2/17/2021 0:00,Mall of Istanbul,2021,2,17,2,0,300.08,36_45,bulk,0
I217913,C594988,Female,69,Clothing,1,300.08,Cash,12/25/2022 0:00,Metrocity,2022,12,25,6,1,300.08,56_plus,single,0
I318455,C292608,Female,43,Clothing,2,600.16,Cash,12/19/2021 0:00,Metropol AVM,2021,12,19,6,1,300.08,36_45,small,0
I332588,C185617,Male,21,Books,4,60.6,Credit Card,2/9/2022 0:00,Mall of Istanbul,2022,2,9,2,0,15.15,18_25,bulk,0
I286287,C273131,Male,45,Food & Beverage,5,26.15,Cash,7/6/2021 0:00,Metropol AVM,2021,7,6,1,0,5.23,36_45,bulk,-8.88E-16
I221297,C109245,Male,24,Food & Beverage,3,15.69,Credit Card,9/17/2022 0:00,Kanyon,2022,9,17,5,1,5.23,18_25,small,-8.88E-16
I242737,C214354,Male,60,Clothing,2,600.16,Credit Card,2/9/2023 0:00,Zorlu Center,2023,2,9,3,0,300.08,56_plus,small,0
I642615,C217506,Female,65,Clothing,2,600.16,Credit Card,12/2/2022 0:00,Zorlu Center,2022,12,2,4,0,300.08,56_plus,small,0
I216917,C745813,Male,19,Food & Beverage,2,10.46,Debit Card,8/20/2021 0:00,Mall of Istanbul,2021,8,20,4,0,5.23,18_25,small,0
I241002,C816890,Male,28,Food & Beverage,5,26.15,Credit Card,6/19/2021 0:00,Metrocity,2021,6,19,5,1,5.23,26_35,bulk,-8.88E-16
I336123,C105766,Female,68,Food & Beverage,3,15.69,Cash,11/7/2022 0:00,Cevahir AVM,2022,11,7,0,0,5.23,56_plus,small,-8.88E-16
I317564,C295169,Female,18,Clothing,4,1200.32,Credit Card,8/15/2022 0:00,Istinye Park,2022,8,15,0,0,300.08,18_25,bulk,0
I282056,C262083,Female,22,Shoes,3,1800.51,Debit Card,12/16/2022 0:00,Istinye Park,2022,12,16,4,0,600.17,18_25,small,0
I206354,C190098,Female,43,Technology,5,5250,Cash,4/5/2021 0:00,Kanyon,2021,4,5,0,0,1050,36_45,bulk,0
I245553,C181192,Female,38,Clothing,4,1200.32,Credit Card,5/30/2022 0:00,Metropol AVM,2022,5,30,0,0,300.08,36_45,bulk,0
I574790,C941101,Male,43,Shoes,4,2400.68,Debit Card,12/13/2021 0:00,Istinye Park,2021,12,13,0,0,600.17,36_45,bulk,0
I535777,C244020,Female,54,Clothing,3,900.24,Debit Card,12/27/2021 0:00,Metropol AVM,2021,12,27,0,0,300.08,46_55,small,0
I292774,C863614,Female,53,Clothing,2,600.16,Credit Card,2/1/2022 0:00,Metropol AVM,2022,2,1,1,0,300.08,46_55,small,0
I241888,C226609,Female,66,Toys,5,179.2,Cash,5/6/2022 0:00,Mall of Istanbul,2022,5,6,4,0,35.84,56_plus,bulk,-7.11E-15
I123555,C167575,Female,53,Toys,2,71.68,Credit Card,9/17/2022 0:00,Mall of Istanbul,2022,9,17,5,1,35.84,46_55,small,0
I146038,C425656,Male,38,Food & Beverage,2,10.46,Debit Card,4/9/2021 0:00,Mall of Istanbul,2021,4,9,4,0,5.23,36_45,small,0
I154961,C249165,Female,20,Cosmetics,4,162.64,Debit Card,12/21/2022 0:00,Kanyon,2022,12,21,2,0,40.66,18_25,bulk,0
I188010,C133406,Female,47,Clothing,5,1500.4,Debit Card,5/17/2022 0:00,Istinye Park,2022,5,17,1,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I276086,C539454,Female,63,Clothing,3,900.24,Credit Card,8/24/2022 0:00,Forum Istanbul,2022,8,24,2,0,300.08,56_plus,small,0
I107823,C204840,Female,66,Shoes,5,3000.85,Credit Card,9/17/2021 0:00,Istinye Park,2021,9,17,4,0,600.17,56_plus,bulk,0
I199428,C279498,Male,65,Cosmetics,2,81.32,Cash,2/13/2021 0:00,Mall of Istanbul,2021,2,13,5,1,40.66,56_plus,small,0
I132088,C345418,Male,43,Shoes,3,1800.51,Cash,1/6/2022 0:00,Mall of Istanbul,2022,1,6,3,0,600.17,36_45,small,0
I793163,C314524,Female,47,Toys,5,179.2,Cash,10/24/2022 0:00,Mall of Istanbul,2022,10,24,0,0,35.84,46_55,bulk,-7.11E-15
I774205,C219384,Female,31,Toys,2,71.68,Cash,11/7/2021 0:00,Istinye Park,2021,11,7,6,1,35.84,26_35,small,0
I187058,C247555,Female,37,Cosmetics,2,81.32,Credit Card,10/2/2021 0:00,Istinye Park,2021,10,2,5,1,40.66,36_45,small,0
I262114,C199136,Male,61,Toys,2,71.68,Cash,9/6/2021 0:00,Istinye Park,2021,9,6,0,0,35.84,56_plus,small,0
I572505,C128851,Female,55,Food & Beverage,2,10.46,Debit Card,9/30/2022 0:00,Cevahir AVM,2022,9,30,4,0,5.23,46_55,small,0
I277467,C225191,Male,46,Food & Beverage,3,15.69,Cash,8/8/2021 0:00,Forum Istanbul,2021,8,8,6,1,5.23,46_55,small,-8.88E-16
I301958,C303758,Female,32,Cosmetics,1,40.66,Debit Card,7/3/2022 0:00,Metropol AVM,2022,7,3,6,1,40.66,26_35,single,0
I159595,C175156,Female,35,Souvenir,5,58.65,Cash,9/19/2022 0:00,Metropol AVM,2022,9,19,0,0,11.73,26_35,bulk,0
I855692,C312070,Female,58,Clothing,2,600.16,Cash,9/7/2022 0:00,Kanyon,2022,9,7,2,0,300.08,56_plus,small,0
I160370,C102275,Male,41,Clothing,1,300.08,Credit Card,2/7/2022 0:00,Metrocity,2022,2,7,0,0,300.08,36_45,single,0
I172546,C186935,Male,23,Toys,3,107.52,Credit Card,1/21/2021 0:00,Kanyon,2021,1,21,3,0,35.84,18_25,small,-7.11E-15
I133328,C307049,Male,27,Books,1,15.15,Credit Card,3/5/2021 0:00,Kanyon,2021,3,5,4,0,15.15,26_35,single,0
I263012,C220694,Female,36,Food & Beverage,5,26.15,Cash,1/10/2022 0:00,Metropol AVM,2022,1,10,0,0,5.23,36_45,bulk,-8.88E-16
I103453,C907292,Male,57,Clothing,5,1500.4,Credit Card,1/28/2022 0:00,Mall of Istanbul,2022,1,28,4,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I181297,C539064,Male,52,Clothing,2,600.16,Debit Card,5/12/2022 0:00,Mall of Istanbul,2022,5,12,3,0,300.08,46_55,small,0
I184819,C315063,Female,30,Food & Beverage,2,10.46,Debit Card,4/1/2021 0:00,Mall of Istanbul,2021,4,1,3,0,5.23,26_35,small,0
I203278,C220965,Male,55,Shoes,5,3000.85,Cash,12/1/2022 0:00,Istinye Park,2022,12,1,3,0,600.17,46_55,bulk,0
I549134,C523632,Female,26,Toys,4,143.36,Cash,12/21/2022 0:00,Mall of Istanbul,2022,12,21,2,0,35.84,26_35,bulk,0
I104019,C248203,Male,43,Books,1,15.15,Credit Card,3/2/2023 0:00,Metropol AVM,2023,3,2,3,0,15.15,36_45,single,0
I678027,C262702,Male,51,Clothing,4,1200.32,Cash,5/10/2021 0:00,Kanyon,2021,5,10,0,0,300.08,46_55,bulk,0
I263995,C205360,Male,43,Food & Beverage,1,5.23,Credit Card,8/7/2022 0:00,Metrocity,2022,8,7,6,1,5.23,36_45,single,0
I116809,C295343,Female,21,Toys,2,71.68,Credit Card,2/4/2023 0:00,Mall of Istanbul,2023,2,4,5,1,35.84,18_25,small,0
I223490,C235283,Female,50,Clothing,1,300.08,Credit Card,7/6/2022 0:00,Kanyon,2022,7,6,2,0,300.08,46_55,single,0
I131653,C239578,Male,41,Food & Beverage,1,5.23,Debit Card,9/8/2022 0:00,Mall of Istanbul,2022,9,8,3,0,5.23,36_45,single,0
I315062,C973376,Male,35,Clothing,1,300.08,Cash,11/3/2021 0:00,Zorlu Center,2021,11,3,2,0,300.08,26_35,single,0
I346009,C128924,Female,53,Technology,5,5250,Cash,9/16/2021 0:00,Mall of Istanbul,2021,9,16,3,0,1050,46_55,bulk,0
I254853,C132490,Female,38,Food & Beverage,3,15.69,Cash,6/5/2022 0:00,Emaar Square Mall,2022,6,5,6,1,5.23,36_45,small,-8.88E-16
I263651,C294789,Male,50,Clothing,5,1500.4,Cash,10/14/2021 0:00,Kanyon,2021,10,14,3,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I316294,C307164,Female,68,Clothing,5,1500.4,Debit Card,9/15/2022 0:00,Zorlu Center,2022,9,15,3,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I118984,C337341,Male,52,Clothing,4,1200.32,Cash,2/27/2021 0:00,Cevahir AVM,2021,2,27,5,1,300.08,46_55,bulk,0
I251879,C713690,Male,20,Books,5,75.75,Credit Card,1/30/2023 0:00,Metropol AVM,2023,1,30,0,0,15.15,18_25,bulk,0
I162598,C658783,Male,54,Cosmetics,5,203.3,Cash,8/2/2022 0:00,Metrocity,2022,8,2,1,0,40.66,46_55,bulk,7.105427357601002e-15
I176830,C126820,Female,60,Clothing,3,900.24,Credit Card,1/20/2023 0:00,Kanyon,2023,1,20,4,0,300.08,56_plus,small,0
I808482,C274463,Male,41,Shoes,2,1200.34,Credit Card,1/31/2022 0:00,Kanyon,2022,1,31,0,0,600.17,36_45,small,0
I939633,C171705,Female,45,Shoes,3,1800.51,Credit Card,7/18/2021 0:00,Kanyon,2021,7,18,6,1,600.17,36_45,small,0
I267678,C208676,Female,50,Cosmetics,3,121.98,Debit Card,11/10/2021 0:00,Metropol AVM,2021,11,10,2,0,40.66,46_55,small,7.105427357601002e-15
I505044,C293465,Male,65,Shoes,1,600.17,Credit Card,8/5/2022 0:00,Kanyon,2022,8,5,4,0,600.17,56_plus,single,0
I347004,C268892,Male,48,Clothing,3,900.24,Credit Card,12/3/2022 0:00,Istinye Park,2022,12,3,5,1,300.08,46_55,small,0
I927124,C325504,Male,59,Shoes,3,1800.51,Cash,4/28/2021 0:00,Viaport Outlet,2021,4,28,2,0,600.17,56_plus,small,0
I274131,C118460,Female,23,Food & Beverage,4,20.92,Cash,3/1/2021 0:00,Emaar Square Mall,2021,3,1,0,0,5.23,18_25,bulk,0
I138059,C248557,Female,29,Clothing,2,600.16,Cash,9/3/2022 0:00,Mall of Istanbul,2022,9,3,5,1,300.08,26_35,small,0
I183270,C334506,Male,43,Shoes,5,3000.85,Credit Card,11/9/2021 0:00,Metrocity,2021,11,9,1,0,600.17,36_45,bulk,0
I127336,C117460,Male,29,Shoes,5,3000.85,Cash,4/14/2021 0:00,Mall of Istanbul,2021,4,14,2,0,600.17,26_35,bulk,0
I448162,C295993,Female,42,Toys,1,35.84,Cash,9/15/2022 0:00,Cevahir AVM,2022,9,15,3,0,35.84,36_45,single,0
I276491,C252420,Female,53,Clothing,1,300.08,Credit Card,4/15/2021 0:00,Mall of Istanbul,2021,4,15,3,0,300.08,46_55,single,0
I864459,C247839,Female,27,Shoes,3,1800.51,Debit Card,5/19/2022 0:00,Mall of Istanbul,2022,5,19,3,0,600.17,26_35,small,0
I252497,C209649,Female,27,Shoes,3,1800.51,Debit Card,1/23/2022 0:00,Kanyon,2022,1,23,6,1,600.17,26_35,small,0
I258020,C198540,Female,46,Clothing,3,900.24,Credit Card,7/5/2021 0:00,Forum Istanbul,2021,7,5,0,0,300.08,46_55,small,0
I555079,C231285,Female,22,Food & Beverage,1,5.23,Credit Card,3/20/2022 0:00,Metropol AVM,2022,3,20,6,1,5.23,18_25,single,0
I155684,C149340,Female,21,Food & Beverage,3,15.69,Cash,10/4/2021 0:00,Mall of Istanbul,2021,10,4,0,0,5.23,18_25,small,-8.88E-16
I123696,C267420,Female,69,Toys,1,35.84,Credit Card,10/23/2021 0:00,Kanyon,2021,10,23,5,1,35.84,56_plus,single,0
I197462,C100496,Male,53,Shoes,2,1200.34,Cash,6/6/2022 0:00,Kanyon,2022,6,6,0,0,600.17,46_55,small,0
I238966,C476935,Male,24,Clothing,2,600.16,Cash,5/24/2022 0:00,Istinye Park,2022,5,24,1,0,300.08,18_25,small,0
I980703,C157054,Male,21,Clothing,3,900.24,Cash,9/17/2022 0:00,Viaport Outlet,2022,9,17,5,1,300.08,18_25,small,0
I219805,C281228,Female,47,Technology,5,5250,Credit Card,11/14/2021 0:00,Kanyon,2021,11,14,6,1,1050,46_55,bulk,0
I464851,C235937,Female,54,Clothing,3,900.24,Credit Card,12/27/2022 0:00,Kanyon,2022,12,27,1,0,300.08,46_55,small,0
I282658,C195432,Female,28,Clothing,5,1500.4,Cash,1/28/2022 0:00,Metropol AVM,2022,1,28,4,0,300.08000000000004,26_35,bulk,5.684341886080804e-14
I182255,C878162,Male,40,Food & Beverage,1,5.23,Cash,2/5/2021 0:00,Mall of Istanbul,2021,2,5,4,0,5.23,36_45,single,0
I186144,C325363,Female,25,Clothing,1,300.08,Cash,7/29/2021 0:00,Forum Istanbul,2021,7,29,3,0,300.08,18_25,single,0
I287439,C250095,Female,37,Clothing,5,1500.4,Credit Card,7/26/2022 0:00,Viaport Outlet,2022,7,26,1,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I141641,C223494,Female,37,Clothing,4,1200.32,Credit Card,11/19/2021 0:00,Mall of Istanbul,2021,11,19,4,0,300.08,36_45,bulk,0
I188090,C124209,Male,34,Cosmetics,1,40.66,Credit Card,1/28/2023 0:00,Mall of Istanbul,2023,1,28,5,1,40.66,26_35,single,0
I533959,C221440,Male,35,Food & Beverage,5,26.15,Debit Card,4/8/2021 0:00,Metrocity,2021,4,8,3,0,5.23,26_35,bulk,-8.88E-16
I290151,C238616,Female,30,Cosmetics,5,203.3,Credit Card,8/28/2021 0:00,Kanyon,2021,8,28,5,1,40.66,26_35,bulk,7.105427357601002e-15
I183963,C308268,Female,48,Souvenir,3,35.19,Credit Card,7/28/2021 0:00,Kanyon,2021,7,28,2,0,11.73,46_55,small,-1.78E-15
I324195,C327239,Female,42,Food & Beverage,4,20.92,Credit Card,11/9/2021 0:00,Mall of Istanbul,2021,11,9,1,0,5.23,36_45,bulk,0
I185030,C158221,Male,27,Clothing,3,900.24,Credit Card,5/19/2021 0:00,Kanyon,2021,5,19,2,0,300.08,26_35,small,0
I355864,C444537,Male,18,Clothing,5,1500.4,Credit Card,9/24/2021 0:00,Forum Istanbul,2021,9,24,4,0,300.08000000000004,18_25,bulk,5.684341886080804e-14
I841693,C296025,Female,35,Cosmetics,4,162.64,Cash,12/10/2022 0:00,Kanyon,2022,12,10,5,1,40.66,26_35,bulk,0
I920979,C274536,Female,33,Clothing,4,1200.32,Debit Card,1/16/2021 0:00,Mall of Istanbul,2021,1,16,5,1,300.08,26_35,bulk,0
I107555,C252297,Male,33,Clothing,3,900.24,Debit Card,12/7/2022 0:00,Emaar Square Mall,2022,12,7,2,0,300.08,26_35,small,0
I121262,C672250,Male,38,Clothing,3,900.24,Cash,9/11/2022 0:00,Viaport Outlet,2022,9,11,6,1,300.08,36_45,small,0
I320933,C160839,Female,27,Clothing,2,600.16,Cash,1/21/2023 0:00,Mall of Istanbul,2023,1,21,5,1,300.08,26_35,small,0
I220533,C208198,Female,28,Cosmetics,4,162.64,Debit Card,12/31/2022 0:00,Mall of Istanbul,2022,12,31,5,1,40.66,26_35,bulk,0
I231862,C710236,Female,32,Technology,2,2100,Credit Card,6/11/2021 0:00,Mall of Istanbul,2021,6,11,4,0,1050,26_35,small,0
I522884,C284046,Male,49,Clothing,5,1500.4,Cash,1/22/2021 0:00,Kanyon,2021,1,22,4,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I876181,C354743,Male,20,Cosmetics,5,203.3,Debit Card,10/3/2021 0:00,Kanyon,2021,10,3,6,1,40.66,18_25,bulk,7.105427357601002e-15
I107452,C297833,Female,50,Souvenir,2,23.46,Credit Card,5/27/2022 0:00,Zorlu Center,2022,5,27,4,0,11.73,46_55,small,0
I264380,C333607,Female,51,Clothing,4,1200.32,Debit Card,2/26/2021 0:00,Metropol AVM,2021,2,26,4,0,300.08,46_55,bulk,0
I917925,C103297,Female,58,Clothing,5,1500.4,Cash,1/29/2023 0:00,Metrocity,2023,1,29,6,1,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I819112,C317012,Female,27,Toys,3,107.52,Credit Card,10/27/2021 0:00,Metropol AVM,2021,10,27,2,0,35.84,26_35,small,-7.11E-15
I818202,C324356,Female,43,Clothing,1,300.08,Credit Card,8/2/2021 0:00,Metrocity,2021,8,2,0,0,300.08,36_45,single,0
I175377,C324611,Female,26,Souvenir,1,11.73,Credit Card,11/28/2022 0:00,Kanyon,2022,11,28,0,0,11.73,26_35,single,0
I231696,C276083,Female,67,Cosmetics,2,81.32,Credit Card,10/23/2021 0:00,Kanyon,2021,10,23,5,1,40.66,56_plus,small,0
I269334,C505924,Female,19,Food & Beverage,1,5.23,Debit Card,12/16/2021 0:00,Emaar Square Mall,2021,12,16,3,0,5.23,18_25,single,0
I192627,C196626,Female,37,Food & Beverage,3,15.69,Credit Card,7/29/2021 0:00,Mall of Istanbul,2021,7,29,3,0,5.23,36_45,small,-8.88E-16
I847315,C207762,Male,20,Shoes,4,2400.68,Debit Card,4/8/2021 0:00,Metropol AVM,2021,4,8,3,0,600.17,18_25,bulk,0
I944823,C241479,Male,22,Food & Beverage,1,5.23,Credit Card,2/7/2022 0:00,Mall of Istanbul,2022,2,7,0,0,5.23,18_25,single,0
I555953,C130213,Female,56,Cosmetics,2,81.32,Cash,8/25/2021 0:00,Metrocity,2021,8,25,2,0,40.66,56_plus,small,0
I334485,C312498,Female,30,Clothing,5,1500.4,Debit Card,3/14/2022 0:00,Kanyon,2022,3,14,0,0,300.08000000000004,26_35,bulk,5.684341886080804e-14
I230698,C735831,Female,49,Clothing,2,600.16,Credit Card,4/29/2021 0:00,Emaar Square Mall,2021,4,29,3,0,300.08,46_55,small,0
I177955,C184396,Male,54,Food & Beverage,4,20.92,Credit Card,12/10/2022 0:00,Mall of Istanbul,2022,12,10,5,1,5.23,46_55,bulk,0
I239421,C158578,Female,31,Clothing,2,600.16,Cash,12/20/2021 0:00,Istinye Park,2021,12,20,0,0,300.08,26_35,small,0
I208816,C620999,Female,26,Cosmetics,3,121.98,Credit Card,7/19/2021 0:00,Mall of Istanbul,2021,7,19,0,0,40.66,26_35,small,7.105427357601002e-15
I232844,C212764,Female,19,Clothing,5,1500.4,Credit Card,1/11/2021 0:00,Metrocity,2021,1,11,0,0,300.08000000000004,18_25,bulk,5.684341886080804e-14
I206721,C196975,Female,19,Shoes,5,3000.85,Cash,4/13/2021 0:00,Kanyon,2021,4,13,1,0,600.17,18_25,bulk,0
I207484,C278496,Female,28,Clothing,3,900.24,Debit Card,7/13/2022 0:00,Cevahir AVM,2022,7,13,2,0,300.08,26_35,small,0
I226955,C325130,Male,47,Food & Beverage,5,26.15,Cash,9/18/2021 0:00,Mall of Istanbul,2021,9,18,5,1,5.23,46_55,bulk,-8.88E-16
I306804,C141498,Male,33,Toys,4,143.36,Cash,2/16/2021 0:00,Metrocity,2021,2,16,1,0,35.84,26_35,bulk,0
I189838,C402577,Female,49,Clothing,4,1200.32,Debit Card,11/11/2021 0:00,Istinye Park,2021,11,11,3,0,300.08,46_55,bulk,0
I284231,C423230,Female,54,Clothing,3,900.24,Credit Card,8/9/2021 0:00,Viaport Outlet,2021,8,9,0,0,300.08,46_55,small,0
I309457,C404573,Female,32,Souvenir,2,23.46,Debit Card,11/28/2022 0:00,Metropol AVM,2022,11,28,0,0,11.73,26_35,small,0
I152196,C255772,Female,37,Shoes,5,3000.85,Credit Card,7/4/2022 0:00,Forum Istanbul,2022,7,4,0,0,600.17,36_45,bulk,0
I317122,C253743,Male,68,Clothing,2,600.16,Cash,1/14/2021 0:00,Metrocity,2021,1,14,3,0,300.08,56_plus,small,0
I251956,C570743,Female,42,Technology,1,1050,Cash,7/27/2021 0:00,Mall of Istanbul,2021,7,27,1,0,1050,36_45,single,0
I138122,C222082,Male,33,Food & Beverage,5,26.15,Cash,12/25/2021 0:00,Cevahir AVM,2021,12,25,5,1,5.23,26_35,bulk,-8.88E-16
I542431,C107796,Male,59,Food & Beverage,2,10.46,Cash,1/22/2021 0:00,Metropol AVM,2021,1,22,4,0,5.23,56_plus,small,0
I407248,C248819,Female,51,Clothing,4,1200.32,Credit Card,5/24/2021 0:00,Mall of Istanbul,2021,5,24,0,0,300.08,46_55,bulk,0
I197095,C111402,Male,46,Shoes,2,1200.34,Debit Card,1/25/2022 0:00,Kanyon,2022,1,25,1,0,600.17,46_55,small,0
I214401,C156261,Female,57,Clothing,4,1200.32,Credit Card,4/8/2022 0:00,Kanyon,2022,4,8,4,0,300.08,56_plus,bulk,0
I978693,C178333,Male,59,Cosmetics,1,40.66,Cash,10/15/2022 0:00,Kanyon,2022,10,15,5,1,40.66,56_plus,single,0
I275370,C145557,Female,51,Books,4,60.6,Cash,5/23/2021 0:00,Istinye Park,2021,5,23,6,1,15.15,46_55,bulk,0
I163180,C236901,Female,30,Clothing,2,600.16,Credit Card,1/31/2021 0:00,Mall of Istanbul,2021,1,31,6,1,300.08,26_35,small,0
I740279,C470036,Female,65,Shoes,4,2400.68,Credit Card,11/4/2022 0:00,Metropol AVM,2022,11,4,4,0,600.17,56_plus,bulk,0
I327060,C334142,Female,42,Toys,1,35.84,Cash,12/19/2021 0:00,Kanyon,2021,12,19,6,1,35.84,36_45,single,0
I217007,C322123,Male,59,Food & Beverage,3,15.69,Cash,2/6/2021 0:00,Kanyon,2021,2,6,5,1,5.23,56_plus,small,-8.88E-16
I189633,C274635,Male,50,Clothing,1,300.08,Debit Card,12/26/2021 0:00,Istinye Park,2021,12,26,6,1,300.08,46_55,single,0
I106694,C172877,Female,25,Clothing,1,300.08,Debit Card,6/18/2022 0:00,Forum Istanbul,2022,6,18,5,1,300.08,18_25,single,0
I672474,C498169,Female,35,Clothing,3,900.24,Cash,4/13/2021 0:00,Kanyon,2021,4,13,1,0,300.08,26_35,small,0
I282505,C174327,Female,66,Food & Beverage,5,26.15,Cash,6/18/2021 0:00,Metrocity,2021,6,18,4,0,5.23,56_plus,bulk,-8.88E-16
I580363,C139556,Female,40,Toys,5,179.2,Cash,11/26/2021 0:00,Zorlu Center,2021,11,26,4,0,35.84,36_45,bulk,-7.11E-15
I231684,C304458,Male,54,Clothing,1,300.08,Cash,5/12/2021 0:00,Metropol AVM,2021,5,12,2,0,300.08,46_55,single,0
I199593,C119497,Female,36,Clothing,1,300.08,Cash,12/11/2021 0:00,Kanyon,2021,12,11,5,1,300.08,36_45,single,0
I318097,C166090,Female,43,Cosmetics,1,40.66,Cash,3/18/2021 0:00,Metrocity,2021,3,18,3,0,40.66,36_45,single,0
I801565,C165150,Female,64,Clothing,5,1500.4,Cash,6/8/2021 0:00,Mall of Istanbul,2021,6,8,1,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
